,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,release_month,day_of_release
1220,My Oh My (feat. DaBaby),Romance,Camila Cabello,2019-12-06,USSM11914257,1218,42.9,703865912,78873,23552368,68.0,344504691,5473016,1434048,"288,727,576",2298790080,262934830,74,243345,170,41,101125,21,136780685,92037,16327957,3703911,0,12,Friday
1221,Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,2020-10-23,US6XF2000192,1217,42.9,472886929,66543,14596512,70.0,247466941,1347724,412458,"53,390,196",454676514,523499656,71,272994,35,9,18449,22,336822010,60046,,1332172,0,10,Friday
1222,Fried (She a Vibe),WE DON'T TRUST YOU,Future,2024-03-22,USSM12402032,1216,42.9,33224742,8465,12808538,,6259257,65528,,,,125856157,8,483,,1,83,8,456992,1445,2864129,232391,1,3,Friday
1223,123 Song,123 Song,D Billions,2019-10-23,FR96X1996525,1214,42.9,628692,98,14910,23.0,1754170433,3004414,458,"12,632",669921,,,,,,,,,,,9438,0,10,Wednesday
1224,Hello (feat. A Boogie Wit da Hoodie),Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,2020-07-20,USUM72014370,1213,42.9,578061816,190490,26875379,67.0,261251373,2123833,180506,"25,346,506",259813719,4811371,28,34512,121,10,7293,,111230354,29805,,2481910,1,7,Monday
1225,Numb,Numb,Marshmello,2022-06-10,USRC12202117,1219,42.9,401066217,70661,51920160,69.0,54641192,657641,420,"8,253",172191,2605082758,79,196397,2585,51,1008113,59,68018763,12536,1226486,2292241,0,6,Friday
1226,Ojapiano,Ojapiano - Single,KCee,2023-06-03,QZNJW2329848,1222,42.8,27444985,8182,3092737,56.0,30407112,269687,2000000,"36,069,120",619648663,,18,1210,11,1,112183,4,331855,165,,1476897,0,6,Saturday
1227,Area Codes,Area Codes,Kaliii,2023-03-17,USAT22301942,1220,42.8,228240866,33819,27729274,68.0,71928705,887392,431192,"122,679,145",1249845764,501704711,37,90410,1642,5,60728,33,16590391,20001,,1338659,1,3,Friday
1228,Medallo,Hecho En Medellï¿½,Blessd,2021-10-27,COA6W2102282,1224,42.8,452087681,66494,24042564,65.0,509694751,2049523,244300,"59,474,554",754567803,367804074,53,31265,145,13,1704398,13,5561332,3809,,1414880,1,10,Wednesday
1229,Domingo Abacaxi Flamingo,Domingo Abacaxi Flamingo,Bolofofos,2020-09-02,CACWV2000813,1221,42.8,12933566,1887,331053,51.0,1306329440,3311080,79148,"1,732,260",40068889,,,2,,,,,,,,,0,9,Wednesday
1230,Riptide,Ministry Of Sound Presents Chillout Sessions XVI,Vance Joy,2013-01-01,AULI01385760,1223,42.8,2541833602,369150,165607442,80.0,533440453,4627060,856131,"383,809,767",3108986398,2161449,231,132498,171,91,540337,70,,,68063923,16496792,0,1,Tuesday
1231,Ch y la Pizza,Ch y la Pizza,Fuerza Regida,2022-12-01,QZ9QQ2200104,1230,42.7,511421362,37923,17851037,75.0,265678775,844731,68003,"17,455,943",204148897,57,24,227,5,9,1456328,8,27745557,3997,,739587,1,12,Thursday
1232,In Ha Mood,In Ha Mood,Ice Spice,2023-01-06,USUG12300365,1234,42.7,190126590,39734,15519701,63.0,71742798,984809,924557,"175,869,184",1435693104,44538105,47,94993,2376,14,202602,36,7622027,6229,,1093911,1,1,Friday
1233,POR QUï¿½ï¿½ SE,POR QUï¿½ï¿½ SE,Grupo Frontera,2024-05-09,FRX452426440,1225,42.7,29906024,1596,46272988,76.0,17263028,241869,,,,5110923,14,985,,9,2186605,23,3921881,273,,151296,0,5,Thursday
1234,ALL MINE,WASTELAND,Brent Faiyaz,2022-07-08,QM24S2203185,1232,42.7,315014005,61987,22567278,71.0,77564375,661614,129260,"51,356,427",366123920,57858388,27,101865,21,3,28284,23,21452340,16317,13608463,1112722,1,7,Friday
1235,Let Me Know (I Wonder Why Freestyle),Sucker,Juice WRLD,2019-07-01,USUG11903494,1231,42.7,503584339,126610,15066503,72.0,125086953,1299743,204105,"22,035,785",126546185,5351849,14,9,,5,64314,2,15467818,30501,94025613,1953038,1,7,Monday
1236,The Night We Met,The Night We Met,Lord Huron,2015-02-09,US53Q1200103,1226,42.7,2097181065,286668,123211490,84.0,807672690,8866507,451668,"239,330,349",1722597041,7770380,78,11224,43,49,1101868,44,288302729,147940,2601964,8832956,0,2,Monday
1237,Playa Del Inglï¿½,Playa Del Inglï¿½ï¿½s - Si,Quevedo,2022-12-15,ES5152201707,1227,42.7,347558532,68744,34228107,67.0,151166424,705558,99164,"14,984,269",323188246,6739337,18,18093,9,19,264043,27,503289,244,90739,687719,0,12,Thursday
1238,BOO!SHUT,BOO!SHUT,PIGGS,2023-03-24,JPU902300754,1233,42.7,29649,41,1972,3.0,463192119,1356721,,,,,,28,,,,,,,,1847,0,3,Friday
1239,HOLA PERDIDA REMIX,HOLA PERDIDA REMIX,Luck Ra,2024-05-31,CLPP22400062,1228,42.7,8981282,873,40161269,70.0,10058975,233142,,,,18880887,14,493,,29,398272,11,23748,9,27,17326,0,5,Friday
1240,Talk,Talk,Yeat,2022-09-02,USUM72216448,1229,42.7,242057987,77898,8717113,67.0,39581789,457747,46710,"13,919,189",109453452,92497,10,127,7,1,4435,11,1216305,3164,21272944,999699,1,9,Friday
1241,Now And Then,Now And Then,The Beatles,2023-11-02,GBUM72203947,1235,42.6,66843778,23455,13808666,,52809148,1252936,10600,"7,478,172",151511760,1532321384,36,37800,5,34,2915839,38,5217426,4549,,808129,0,11,Thursday
1242,Sign on the Door,Sign on the Door,Dora Lachaise,2023-03-29,GBU2Z2200001,1236,42.6,,4,267,,466723346,563068,,,,,,5,,,,,,,,7,0,3,Wednesday
1243,For Life (feat. Zak Abel & Nile Rodgers),For Life (feat. Zak Abel & Nile Rodgers),Kygo,2024-04-19,USRC12400376,1240,42.6,36844307,4216,90998184,76.0,314701,7535,,,,,71,26695,27,71,14633006,27,671662,83,,226744,0,4,Friday
1244,Kya Loge Tum,Kya Loge Tum,B Praak,2023-05-15,INUM72300286,1238,42.6,89701636,2561,1939449,57.0,375460772,3277504,22300,"649,330",15339768,85756632,3,272,,,,5,720,,,104287,0,5,Monday
1245,California Breeze,It's Only Me,Lil Baby,2022-10-14,USUG12207230,1237,42.6,116994951,45626,8408366,61.0,152685892,733891,,,,210645964,44,4710,200,5,90714,1,44593072,13300,17609055,671214,1,10,Friday
1246,Nonstop,Scorpion,Drake,2018-06-29,USCM51800191,1239,42.6,1118459427,175188,51548109,71.0,409939539,3134200,1703073,"223,929,731",2167216619,2107447,147,242,107,28,228758,30,283709268,193608,6347238,4021390,1,6,Friday
1247,LOVE DIVE,LOVE DIVE,IVE,2022-04-05,KRA382204375,1243,42.5,397988770,28165,11131897,69.0,583304882,4759365,204227,"219,351,151",1878718115,189613465,31,3065,78,7,42644,10,731310,1474,,468601,0,4,Tuesday
1248,Alucin,Alucin,Eugenio Esquivel,2023-11-17,QMFMF2346943,1242,42.5,207103587,16933,25825570,,85555081,727436,,,,83238337,14,3573,5,26,9087254,3,1748090,2815,,705754,1,11,Friday
1249,Go Stupid,Go Stupid,Polo G,2020-02-14,USQX92000261,1241,42.5,416388749,112485,21170575,69.0,122253253,1631776,248954,"151,447,909",940333420,7278941,27,9098,125,11,24022,11,18692714,21103,80439766,1046790,1,2,Friday
1250,POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,2020-07-17,USSM12004501,1247,42.4,712664065,165234,35485186,63.0,384597914,4775085,257346,"28,205,851",247613041,279342315,183,93,259,50,80760,42,76691890,33455,,3773076,1,7,Friday
1251,Qual ï¿½ï¿½ o seu des,Qual ï¿½ï¿½ seu des,Tz da Coronel,2024-02-29,BC2TS2400002,1244,42.4,71586678,6088,12104937,73.0,68170959,616414,,,,196516221,17,15,,36,7534674,23,,,,,1,2,Thursday
1252,Lovesick Girls,THE ALBUM,BLACKPINK,2020-10-02,KRA402000136,1248,42.4,561712007,40766,14363550,65.0,959285337,16946156,578093,"95,381,031",694367550,179751718,55,23131,9,16,106541,14,3443241,5033,,977988,0,10,Friday
1253,Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit,2018-05-17,GBAHS1800328,1246,42.4,1042065058,114049,30877323,64.0,90354845,1452644,7280799,"217,591,835",3283690900,,126,94478,,110,433384,54,47638322,44602,,14928007,0,5,Thursday
1254,Una Vida Pasada,Una Vida Pasada,Camilo,2024-04-02,USSD12400106,1249,42.4,50955386,2952,47126163,81.0,40003695,294012,11400,"3,726,119",40019764,30907986,40,4576,,42,3315443,19,845380,344,,217303,0,4,Tuesday
1255,Steven Universe,Steven Universe,L.Dre,2020-02-21,QZFZ32084911,1245,42.4,54104852,14464,2212197,50.0,,,10501056,"2,714,697,966",22902123485,,5,33,,2,287,,126291,698,,503200,0,2,Friday
1256,places to be,places to be,Fred again..,2024-05-31,GBAHS2400279,1250,42.4,11581454,2277,40816159,73.0,443994,16154,,,,4330498,51,1187,1,29,929803,47,35871,34,148032,48101,1,5,Friday
1257,ASI ES LA VIDA,ASI ES LA VIDA,Enrique Iglesias,2023-09-28,USSD12300536,1254,42.3,123776123,11830,22722898,,144081808,854410,135600,"3,931,596",80775271,258781688,36,2,,34,1435593,27,5728517,1038,,985508,0,9,Thursday
1258,Corazï¿½,Corazï¿½,Maluma,2017-11-03,USSD11700459,1251,42.3,598040653,52952,15758764,64.0,1871767126,7019685,37943,"11,651,047",44176203,334146897,38,19241,176,31,141022,17,146563344,38361,,3689896,0,11,Friday
1259,Elvira,Elvira,Oscar Maydon,2023-12-20,QZ9QQ2300978,1255,42.3,183146334,8183,47711465,81.0,97178744,465269,,,,1252418051,13,,,10,2291939,19,1762919,1461,,382419,1,12,Wednesday
1260,Fantasias,Fantasias,Rauw Alejandro,2019-08-29,QM6P41989279,1253,42.3,663578551,76919,24789585,67.0,1120507756,4714790,264337,"14,860,378",121300058,48140480,60,18961,53,23,251089,36,53117205,9900,7834351,1795507,0,8,Thursday
1261,El Jefe,El Jefe,Shakira,2023-09-20,USQX92305281,1252,42.3,122882453,11838,10617531,,164469434,2120071,1,"8,480",72400,11351590,8,16284,162,23,340362,14,9108491,4377,37878,481428,1,9,Wednesday
1262,Am,AM,Nio Garcia,2021-01-28,QM4TW2137909,1257,42.2,361357607,70546,11143810,57.0,668095711,3934415,1100094,"123,820,134",1087148231,57766471,27,12106,25,11,1615617,7,21888540,3685,,767913,1,1,Thursday
1263,Te Lo Agradezco,Te Lo Agradezco,Kany Garcï¿½,2023-07-27,US5022300029,1258,42.2,169162533,9016,8885567,73.0,210403837,848450,30483,"1,140,777",22480064,749855362,14,9599,,22,3911259,3,11103615,2348,,623417,0,7,Thursday
1264,PLEBADA,PLEBADA,El Alfa,2023-06-08,QM6P42370020,1260,42.2,148677837,17100,7456228,65.0,254704259,1938875,1567,"35,439",724569,12152639,21,3440,2,4,30339,6,7824927,3804,,405352,0,6,Thursday
1265,Danza Kuduro - Cover,CLUB SONG MIX 2023,MUSIC LAB JPN,2023-11-10,TCJPX2395275,1261,42.2,1651606290,6,66,,,,,,,,,,,,,,,,,,1,11,Friday
1266,Marea (Weï¿½ï¿½ï¿½ve Lost Da,Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,2021-02-22,GBAHS2100041,1259,42.2,336943720,191372,29642267,71.0,31888669,286044,31989,"11,683,008",155341425,6032497,91,61528,27,38,184585,27,1787403,1430,6270623,5947514,0,2,Monday
1267,Fall In Love,Fall In Love,Bailey Zimmerman,2022-02-11,USWB12200122,1262,42.2,262185115,47288,6430525,71.0,121592933,606455,47803,"14,280,562",149251921,378953464,25,187078,123,3,95430,23,177097668,19788,7478229,1389636,0,2,Friday
1268,Cupid,The Beginning: Cupid - Single,FIFTY FIFTY,2023-02-24,KSA012239180,1256,42.2,212084990,34632,4625072,37.0,191028847,3745346,159346,"66,491,755",543360467,54875497,15,41846,809,,,4,2219997,17467,,1249929,0,2,Friday
1269,Dj Gamm Gamm Piri Slow,Dj Gamm Gamm Piri Slow,DJ BAHBUS,2022-09-28,SGB502262965,1265,42.1,32014,7,10,,68945,653,4500000,"27,946,393",533737667,,,,,,,,,,,3942,0,9,Wednesday
1270,Guilty as Sin?,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401036,1264,42.1,165611453,4418,21928475,78.0,9873283,96083,,"774,900",6383500,,34,323,,7,79183,54,1431013,1158,,79964,0,4,Thursday
1271,Waiting For Love,Ibiza Residence 2015,Avicii,2015-01-01,CHB701400134,1263,42.1,1397975653,205128,62368816,74.0,1701608739,13598875,1175137,"19,503,025",154837616,180189999,130,56643,,69,344319,23,35406623,22105,,10834953,0,1,Thursday
1272,BOMBï¿½,LEGENDADDY,Daddy Yankee,2022-03-25,USUG12201723,1272,42.0,129335327,27681,6391085,60.0,215778342,1548240,2800000,"211,713,881",2692316483,2785686,10,15812,62,13,79203,2,12393972,2820,439602,914770,1,3,Friday
1273,Hello,Hello,Muramatsu Karaoke,2015-12-04,USE831522275,1268,42.0,3531,2,4,,3250879013,19819631,,,,2025160205,,,,,,,,,,,0,12,Friday
1274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,2021-04-30,USSM12102263,1271,42.0,352955079,108705,24218793,68.0,285741830,1939019,39265,"21,216,408",177512619,42187695,73,84880,114,8,85919,30,158532295,29915,,2091659,1,4,Friday
1275,Mo Bamba,Mo Bamba,Sheck Wes,2017-09-19,QM24S1703585,1266,42.0,1056346890,198581,38436526,71.0,498454408,5874304,1043308,"86,359,858",1247183383,30421918,74,32288,40,26,182979,5,106799012,511514,,6159848,1,9,Tuesday
1276,Bank Account,Issa Album,21 Savage,2017-07-06,USSM11705546,1267,42.0,1150653471,195032,31101180,70.0,822892668,6651112,909432,"91,295,431",812215684,49508355,112,61,35,45,159480,20,252331684,206623,,4014637,1,7,Thursday
1277,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Highlights (Deluxe),The Weeknd,2021-02-05,USUG12303881,1269,42.0,939627795,67381,127728248,87.0,371522364,3979062,47277,"42,074,581",265186570,596597973,61,26883,216,65,10250543,23,6907370,4533,6332660,4254554,0,2,Friday
1278,Get You The Moon (feat. Snï¿½ï,Get You The Moon (feat. Snï¿½ï,Kina,2018-10-08,USSM11808093,1270,42.0,1020435750,157944,42123948,69.0,199282045,3250046,4868621,"2,193,688,729",21650351404,20366285,70,2225,95,51,819864,13,91698638,75258,958439,7130025,0,10,Monday
1279,Never Felt So Alone,Never Felt So Alone,Labrinth,2023-04-07,USSM12302165,1275,41.9,269669185,44019,21429823,67.0,29035288,608532,581320,"71,546,908",531883271,310252051,43,10042,444,23,268315,11,5505845,2665,3725738,1595888,0,4,Friday
1280,Baile do Bruxo,Baile do Bruxo,Tropa do Bruxo,2023-09-29,QZWDE2303666,1273,41.9,155915718,26646,24127645,,76324065,717892,,,,9259796,9,23,,28,3171686,15,,,3639158,315593,1,9,Friday
1281,Love Me JeJe,Love Me JeJe - Single,Tems,2024-04-25,USRC12400907,1274,41.9,34621656,4787,53092639,76.0,8346529,193964,,"1,315",9450,777,104,8241,41,34,563039,83,1495398,339,,251413,0,4,Thursday
1282,Heather,Kid Krow,Conan Gray,2020-03-20,USUM71924264,1276,41.8,1675083208,191604,123682546,80.0,138807824,3143644,564728,"142,804,065",755895289,22941276,105,36474,10,42,628449,29,25061083,81558,,2614466,0,3,Friday
1283,Come & Go (with Marshmello),Come & Go (with Marshmello),Juice WRLD,2020-07-09,USUG12001904,1277,41.8,959313617,180366,25884639,71.0,135893380,1681113,162507,"9,358,347",37813204,132565766,55,87770,23,18,72159,30,104188774,65410,,3451067,1,7,Thursday
1284,Mas Rica Que Ayer,Mas Rica Que Ayer,Anuel AA,2023-03-02,QM4TX2320032,1278,41.7,256112908,34370,18181647,67.0,245635362,1493703,,,,71623054,18,14967,122,5,132180,15,4994796,1116,,542476,1,3,Thursday
1285,Love Again,Future Nostalgia,Dua Lipa,2020-03-27,GBAHT1901302,1279,41.7,665464734,90805,19218236,67.0,419361718,3354831,100817,"29,557,917",296169569,2170415568,104,381613,593,46,572047,6,75309642,14292,,6223371,0,3,Friday
1286,Bï¿½ï¿½cane - A COLORS ,Bï¿½ï¿½cane - A Colors Show - Si,Yamï¿,2023-06-01,DEXC82300032,1280,41.7,120595666,37922,4374053,69.0,73217073,1365919,19000,"98,120,656",730008954,73349188,22,7444,,6,175058,1,99951,539,4548785,3106294,1,6,Thursday
1287,all of me,american dream,21 Savage,2024-01-12,USSM12304894,1283,41.6,87111207,20380,29657028,,4705879,71296,,,,18111,7,60,2,6,76615,7,2375480,751,3544659,125463,1,1,Friday
1288,Giving Me,Giving Me,Jazzy,2023-03-10,GBUM72206719,1284,41.6,150463218,44298,37322737,67.0,57191900,289311,98700,"19,724,036",275361521,109250442,55,55943,250,27,1088411,17,31188,365,8850596,1009861,0,3,Friday
1289,Attitude (feat. Charlie Wilson & Cash Cobain),Attitude (feat. Charlie Wilson & Cash Cobain),Don Toliver,2024-05-22,USAT22402817,1281,41.6,14204736,2162,41453309,,4045474,77878,,,,19998473,25,1129,13,10,1427143,38,824554,166,730562,,1,5,Wednesday
1290,What Do You Mean?,Full Circle: The Live Anthology,Justin Bieber,2011-11-20,USUM71511919,1282,41.6,1599742798,137106,54447816,74.0,2719936771,14654354,52164,"21,325,500",155713369,542692288,272,83466,246,102,802236,50,383946248,288504,346764,6038700,0,11,Sunday
1291,Bailando - English Version,S** AND LOVE,Enrique Iglesias,2014-01-01,GBUM71401975,1289,41.5,218205900,28233,7288674,50.0,3559338569,11289750,15933,"7,120,449",81433215,414560765,23,617,,15,105771,13,,,,1719741,1,1,Wednesday
1292,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý - Single,Jazzdauren,2024-03-01,RUAGV2400963,1287,41.5,2902263,968,474517,56.0,77405121,532621,,"304,392",10302500,,11,8,,,,,,,,904938,0,3,Friday
1293,TV,Guitar Songs,Billie Eilish,2022-07-21,USUM72213724,1285,41.5,572602278,80064,39873526,76.0,115201405,1469402,11434,"17,523,049",104843270,2139270640,53,5214,33,33,1444349,14,4031121,8582,7208492,1521109,0,7,Thursday
1294,But Daddy I Love Him,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401033,1286,41.5,154819909,3535,21565868,76.0,10014516,120378,,,,,41,,,5,52934,59,4441601,3123,97074,67086,1,4,Thursday
1295,Tiroteo - Remix,Tiroteo (Remix),Marc Seguï¿,2021-04-01,USWL12100143,1288,41.5,654941874,83163,29637614,75.0,556407060,2672779,97077,"17,542,951",187609192,19169168,65,26498,15,34,347762,22,335231,2375,457443,2646335,0,4,Thursday
1296,pushin P (feat. Young Thug),DRIP SEASON 4EVER,Gunna,2022-01-07,QMCE32200039,1291,41.4,368155242,125521,25605777,65.0,99364654,1057381,3477,"2,277,982",17698609,234160263,59,94466,1152,25,560118,32,32428873,18612,,652382,1,1,Friday
1297,Take Me to Church,Take Me To Church,Hozier,2013-09-16,IEACJ1300031,1293,41.4,2544489950,238611,69693570,78.0,1690342490,16798785,107362,"35,030,283",261203495,319369976,172,282,148,116,2848734,24,,,277623,29306436,0,9,Monday
1298,It's You,It's You,Ali Gatie,2019-06-14,USWB11901154,1292,41.4,1123039235,140766,29272883,72.0,763620890,9727420,653947,"81,833,797",590573342,508662069,67,28821,175,38,622944,17,,,1882234,4561219,0,6,Friday
1299,Love Lee,Love Lee,AKMU,2023-08-21,KRA402300033,1294,41.4,72468277,10736,4247248,65.0,143446620,1074996,578162,"105,772,835",1060502179,564698812,10,2373,,2,211572,18,18149,94,,257725,0,8,Monday
1300,Jump,TYLA,Tyla,2024-03-01,USSM12308661,1295,41.4,95341415,10243,123617533,77.0,10759752,345092,,,,193314741,83,13371,181,61,2010236,85,1121337,1297,,640594,0,3,Friday
1301,Venom - Music From The Motion Picture,Kamikaze,Eminem,2018-08-31,USUM71813345,1290,41.4,788282679,139716,24601490,68.0,872454191,11385109,979801,"566,011,362",5580305533,54163882,17,486,,8,245877,7,81227283,135394,2158019,4124065,1,8,Friday
1302,fantasmas,fantasmas - Single,Humbe,2023-11-20,MXH912300041,1296,41.3,88072335,6388,10711840,,70685035,1063539,434100,"101,185,703",825658316,173954035,14,207,,15,6092408,1,437481,2105,,859637,0,11,Monday
1303,Basit Numaralar,Basit Numaralar,Zerrin ï¿½ï¿,2023-08-04,TRBTU2300129,1299,41.3,57370965,7149,2238082,58.0,215435066,698761,203800,"7,122,446",297307993,292835488,8,10610,,2,1567770,,,,,714127,0,8,Friday
1304,Karma,Midnights,Taylor Swift,2022-10-21,USUG12205717,1297,41.3,777305444,47435,45285568,75.0,97902815,1779726,219236,"112,157,506",937766809,547684661,63,31306,405,18,2515239,45,59480642,30027,187009,1124725,1,10,Friday
1305,The Painter,The Painter - Single,Cody Johnson,2023-08-11,QMCQK1900300,1298,41.3,107754524,16004,19123002,66.0,11577220,74756,52374,"6,216,569",53554260,606141627,25,137184,6,4,89113,19,43933514,4975,670877,332849,0,8,Friday
1306,Chiky Boom,Chiky Boom,Paylon,2022-11-18,ES5052200746,1300,41.2,41254,14,769,1.0,593750417,773861,,,,,,1,,,,,,,,,0,11,Friday
1307,Me & U,Me & U,Tems,2023-10-05,USRC12302300,1306,41.2,100830964,24220,30274256,,48323636,580854,1093,"3,894,192",32857211,47720229,79,45835,132,29,687850,85,8257582,1714,,1015276,0,10,Thursday
1308,Vista Al Mar,Vista Al Mar,Quevedo,2022-09-09,ZZOPM2239784,1303,41.2,511726944,74845,23960314,68.0,182250623,931096,91068,"14,320,250",193905770,632374,15,12969,,15,49325,46,636907,315,,596476,0,9,Friday
1309,Imagine,Imagine,Carbonne,2024-05-03,FR9W12422486,1301,41.2,35864342,3113,9735703,77.0,11599115,162098,,,,,18,3813,,26,18492883,5,,,,356367,0,5,Friday
1310,All The Stars (with SZA),All The Stars (with SZA),Kendrick Lamar,2018-01-04,USUM71713947,1304,41.2,1638529683,207686,66120497,82.0,633789787,5683859,39792,"33,196,158",211875110,75594850,152,10256,39,73,194391,52,139392569,70103,,8746447,1,1,Thursday
1311,Lehanga,Lehanga,Jass Manak,2019-07-25,FR59R1989925,1305,41.2,41063045,297,35247,,1741817091,12058286,3495,"326,094",7747330,26897247,1,,,,,,,,,,0,7,Thursday
1312,X (feat. Future),Savage Mode,21 Savage,2016-07-15,QZ45A1600041,1302,41.2,581220786,115125,20776088,65.0,365678540,2841760,80,"4,912",98210,1771108,94,1992,17,16,78389,19,267465925,32765,159665164,1739069,1,7,Friday
1313,CRAZYZ,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,QZ9QQ2300772,1314,41.1,202633616,12683,18918954,78.0,117472301,623131,,"172,878",1541896,84907151,11,19,,14,1870596,7,8147122,2211,,564296,1,10,Friday
1314,Passionfruit,More Life,Drake,2017-03-18,USCM51700072,1309,41.1,1625307365,288559,72837714,77.0,410329826,2747230,185316,"144,066,647",907498533,2327344,241,26825,51,76,401696,28,176739390,142939,7711539,5160420,0,3,Saturday
1315,Like Crazy,FACE,Jimin,2023-03-24,USA2P2251865,1308,41.1,1165398518,16425,22818507,84.0,139608215,4239579,20340,"5,827,931",25133495,252370542,20,7682,12,38,10012693,2,34061208,1010,,830091,0,3,Friday
1316,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,2016-12-09,USQ4E1602586,1312,41.1,1662288901,129306,54219735,75.0,1049659880,9224750,171618,"1,982,231",6028763,508689201,130,33652,22,72,721612,29,305499151,225474,1739764,11706559,0,12,Friday
